x,u
-7.172,47.9193
-7.17,47.8976
-7.168,47.876
-7.166,47.8543
-7.164,47.8326
-7.162,47.811
-7.16,47.7893
-7.158,47.7676
-7.156,47.7459
-7.154,47.7242
-7.152,47.7025
-7.15,47.6808
-7.148,47.659
-7.146,47.6373
-7.144,47.6156
-7.142,47.5939
-7.14,47.5721
-7.138,47.5504
-7.136,47.5286
-7.134,47.5068
-7.132,47.4851
-7.13,47.4633
-7.128,47.4415
-7.126,47.4198
-7.124,47.398
-7.122,47.3762
-7.12,47.3544
-7.118,47.3326
-7.116,47.3108
-7.114,47.289
-7.112,47.2671
-7.11,47.2453
-7.108,47.2235
-7.106,47.2017
-7.104,47.1798
-7.102,47.158
-7.1,47.1361
-7.098,47.1143
-7.096,47.0924
-7.094,47.0705
-7.092,47.0487
-7.09,47.0268
-7.088,47.0049
-7.086,46.983
-7.084,46.9611
-7.082,46.9392
-7.08,46.9173
-7.078,46.8954
-7.076,46.8735
-7.074,46.8516
-7.072,46.8297
-7.07,46.8078
-7.068,46.7858
-7.066,46.7639
-7.064,46.742
-7.062,46.72
-7.06,46.6981
-7.058,46.6761
-7.056,46.6542
-7.054,46.6322
-7.052,46.6103
-7.05,46.5883
-7.048,46.5663
-7.046,46.5443
-7.044,46.5224
-7.042,46.5004
-7.04,46.4784
-7.038,46.4564
-7.036,46.4344
-7.034,46.4124
-7.032,46.3904
-7.03,46.3684
-7.028,46.3463
-7.026,46.3243
-7.024,46.3023
-7.022,46.2803
-7.02,46.2582
-7.018,46.2362
-7.016,46.2141
-7.014,46.1921
-7.012,46.1701
-7.01,46.148
-7.008,46.1259
-7.006,46.1039
-7.004,46.0818
-7.002,46.0597
-7,46.0377
-6.998,46.0156
-6.996,45.9935
-6.994,45.9714
-6.992,45.9493
-6.99,45.9272
-6.988,45.9051
-6.986,45.883
-6.984,45.8609
-6.982,45.8388
-6.98,45.8167
-6.978,45.7946
-6.976,45.7725
-6.974,45.7504
-6.972,45.7282
-6.97,45.7061
-6.968,45.684
-6.966,45.6619
-6.964,45.6397
-6.962,45.6176
-6.96,45.5954
-6.958,45.5733
-6.956,45.5511
-6.954,45.529
-6.952,45.5068
-6.95,45.4846
-6.948,45.4625
-6.946,45.4403
-6.944,45.4181
-6.942,45.396
-6.94,45.3738
-6.938,45.3516
-6.936,45.3294
-6.934,45.3072
-6.932,45.285
-6.93,45.2628
-6.928,45.2406
-6.926,45.2184
-6.924,45.1962
-6.922,45.174
-6.92,45.1518
-6.918,45.1296
-6.916,45.1074
-6.914,45.0852
-6.912,45.063
-6.91,45.0407
-6.908,45.0185
-6.906,44.9963
-6.904,44.974
-6.902,44.9518
-6.9,44.9296
-6.898,44.9073
-6.896,44.8851
-6.894,44.8628
-6.892,44.8406
-6.89,44.8183
-6.888,44.7961
-6.886,44.7738
-6.884,44.7516
-6.882,44.7293
-6.88,44.707
-6.878,44.6848
-6.876,44.6625
-6.874,44.6402
-6.872,44.618
-6.87,44.5957
-6.868,44.5734
-6.866,44.5511
-6.864,44.5288
-6.862,44.5066
-6.86,44.4843
-6.858,44.462
-6.856,44.4397
-6.854,44.4174
-6.852,44.3951
-6.85,44.3728
-6.848,44.3505
-6.846,44.3282
-6.844,44.3059
-6.842,44.2836
-6.84,44.2613
-6.838,44.239
-6.836,44.2166
-6.834,44.1943
-6.832,44.172
-6.83,44.1497
-6.828,44.1274
-6.826,44.105
-6.824,44.0827
-6.822,44.0604
-6.82,44.0381
-6.818,44.0157
-6.816,43.9934
-6.814,43.9711
-6.812,43.9487
-6.81,43.9264
-6.808,43.904
-6.806,43.8817
-6.804,43.8593
-6.802,43.837
-6.8,43.8146
-6.798,43.7923
-6.796,43.7699
-6.794,43.7476
-6.792,43.7252
-6.79,43.7029
-6.788,43.6805
-6.786,43.6582
-6.784,43.6358
-6.782,43.6134
-6.78,43.5911
-6.778,43.5687
-6.776,43.5463
-6.774,43.524
-6.772,43.5016
-6.77,43.4792
-6.768,43.4569
-6.766,43.4345
-6.764,43.4121
-6.762,43.3897
-6.76,43.3673
-6.758,43.345
-6.756,43.3226
-6.754,43.3002
-6.752,43.2778
-6.75,43.2554
-6.748,43.233
-6.746,43.2107
-6.744,43.1883
-6.742,43.1659
-6.74,43.1435
-6.738,43.1211
-6.736,43.0987
-6.734,43.0763
-6.732,43.0539
-6.73,43.0315
-6.728,43.0091
-6.726,42.9867
-6.724,42.9643
-6.722,42.9419
-6.72,42.9195
-6.718,42.8971
-6.716,42.8747
-6.714,42.8523
-6.712,42.8299
-6.71,42.8075
-6.708,42.7851
-6.706,42.7627
-6.704,42.7403
-6.702,42.7179
-6.7,42.6955
-6.698,42.673
-6.696,42.6506
-6.694,42.6282
-6.692,42.6058
-6.69,42.5834
-6.688,42.561
-6.686,42.5386
-6.684,42.5161
-6.682,42.4937
-6.68,42.4713
-6.678,42.4489
-6.676,42.4265
-6.674,42.404
-6.672,42.3816
-6.67,42.3592
-6.668,42.3368
-6.666,42.3144
-6.664,42.2919
-6.662,42.2695
-6.66,42.2471
-6.658,42.2247
-6.656,42.2023
-6.654,42.1798
-6.652,42.1574
-6.65,42.135
-6.648,42.1126
-6.646,42.0901
-6.644,42.0677
-6.642,42.0453
-6.64,42.0229
-6.638,42.0004
-6.636,41.978
-6.634,41.9556
-6.632,41.9331
-6.63,41.9107
-6.628,41.8883
-6.626,41.8659
-6.624,41.8434
-6.622,41.821
-6.62,41.7986
-6.618,41.7761
-6.616,41.7537
-6.614,41.7313
-6.612,41.7089
-6.61,41.6864
-6.608,41.664
-6.606,41.6416
-6.604,41.6191
-6.602,41.5967
-6.6,41.5743
-6.598,41.5519
-6.596,41.5294
-6.594,41.507
-6.592,41.4846
-6.59,41.4621
-6.588,41.4397
-6.586,41.4173
-6.584,41.3949
-6.582,41.3724
-6.58,41.35
-6.578,41.3276
-6.576,41.3052
-6.574,41.2827
-6.572,41.2603
-6.57,41.2379
-6.568,41.2155
-6.566,41.193
-6.564,41.1706
-6.562,41.1482
-6.56,41.1258
-6.558,41.1033
-6.556,41.0809
-6.554,41.0585
-6.552,41.0361
-6.55,41.0136
-6.548,40.9912
-6.546,40.9688
-6.544,40.9464
-6.542,40.9239
-6.54,40.9015
-6.538,40.8791
-6.536,40.8567
-6.534,40.8343
-6.532,40.8119
-6.53,40.7894
-6.528,40.767
-6.526,40.7446
-6.524,40.7222
-6.522,40.6998
-6.52,40.6774
-6.518,40.6549
-6.516,40.6325
-6.514,40.6101
-6.512,40.5877
-6.51,40.5653
-6.508,40.5429
-6.506,40.5205
-6.504,40.4981
-6.502,40.4757
-6.5,40.4533
-6.498,40.4308
-6.496,40.4084
-6.494,40.386
-6.492,40.3636
-6.49,40.3412
-6.488,40.3188
-6.486,40.2964
-6.484,40.274
-6.482,40.2516
-6.48,40.2292
-6.478,40.2068
-6.476,40.1844
-6.474,40.162
-6.472,40.1396
-6.47,40.1173
-6.468,40.0949
-6.466,40.0725
-6.464,40.0501
-6.462,40.0277
-6.46,40.0053
-6.458,39.9829
-6.456,39.9605
-6.454,39.9381
-6.452,39.9158
-6.45,39.8934
-6.448,39.871
-6.446,39.8486
-6.444,39.8262
-6.442,39.8039
-6.44,39.7815
-6.438,39.7591
-6.436,39.7367
-6.434,39.7144
-6.432,39.692
-6.43,39.6696
-6.428,39.6473
-6.426,39.6249
-6.424,39.6025
-6.422,39.5802
-6.42,39.5578
-6.418,39.5354
-6.416,39.5131
-6.414,39.4907
-6.412,39.4684
-6.41,39.446
-6.408,39.4236
-6.406,39.4013
-6.404,39.3789
-6.402,39.3566
-6.4,39.3342
-6.398,39.3119
-6.396,39.2895
-6.394,39.2672
-6.392,39.2449
-6.39,39.2225
-6.388,39.2002
-6.386,39.1778
-6.384,39.1555
-6.382,39.1332
-6.38,39.1108
-6.378,39.0885
-6.376,39.0662
-6.374,39.0438
-6.372,39.0215
-6.37,38.9992
-6.368,38.9769
-6.366,38.9545
-6.364,38.9322
-6.362,38.9099
-6.36,38.8876
-6.358,38.8653
-6.356,38.843
-6.354,38.8206
-6.352,38.7983
-6.35,38.776
-6.348,38.7537
-6.346,38.7314
-6.344,38.7091
-6.342,38.6868
-6.34,38.6645
-6.338,38.6422
-6.336,38.6199
-6.334,38.5976
-6.332,38.5753
-6.33,38.553
-6.328,38.5308
-6.326,38.5085
-6.324,38.4862
-6.322,38.4639
-6.32,38.4416
-6.318,38.4194
-6.316,38.3971
-6.314,38.3748
-6.312,38.3525
-6.31,38.3303
-6.308,38.308
-6.306,38.2857
-6.304,38.2635
-6.302,38.2412
-6.3,38.2189
-6.298,38.1967
-6.296,38.1744
-6.294,38.1522
-6.292,38.1299
-6.29,38.1077
-6.288,38.0854
-6.286,38.0632
-6.284,38.041
-6.282,38.0187
-6.28,37.9965
-6.278,37.9742
-6.276,37.952
-6.274,37.9298
-6.272,37.9076
-6.27,37.8853
-6.268,37.8631
-6.266,37.8409
-6.264,37.8187
-6.262,37.7964
-6.26,37.7742
-6.258,37.752
-6.256,37.7298
-6.254,37.7076
-6.252,37.6854
-6.25,37.6632
-6.248,37.641
-6.246,37.6188
-6.244,37.5966
-6.242,37.5744
-6.24,37.5522
-6.238,37.53
-6.236,37.5078
-6.234,37.4857
-6.232,37.4635
-6.23,37.4413
-6.228,37.4191
-6.226,37.397
-6.224,37.3748
-6.222,37.3526
-6.22,37.3304
-6.218,37.3083
-6.216,37.2861
-6.214,37.264
-6.212,37.2418
-6.21,37.2197
-6.208,37.1975
-6.206,37.1754
-6.204,37.1532
-6.202,37.1311
-6.2,37.1089
-6.198,37.0868
-6.196,37.0647
-6.194,37.0425
-6.192,37.0204
-6.19,36.9983
-6.188,36.9762
-6.186,36.954
-6.184,36.9319
-6.182,36.9098
-6.18,36.8877
-6.178,36.8656
-6.176,36.8435
-6.174,36.8214
-6.172,36.7993
-6.17,36.7772
-6.168,36.7551
-6.166,36.733
-6.164,36.7109
-6.162,36.6888
-6.16,36.6667
-6.158,36.6446
-6.156,36.6226
-6.154,36.6005
-6.152,36.5784
-6.15,36.5564
-6.148,36.5343
-6.146,36.5122
-6.144,36.4902
-6.142,36.4681
-6.14,36.4461
-6.138,36.424
-6.136,36.402
-6.134,36.3799
-6.132,36.3579
-6.13,36.3358
-6.128,36.3138
-6.126,36.2918
-6.124,36.2697
-6.122,36.2477
-6.12,36.2257
-6.118,36.2037
-6.116,36.1816
-6.114,36.1596
-6.112,36.1376
-6.11,36.1156
-6.108,36.0936
-6.106,36.0716
-6.104,36.0496
-6.102,36.0276
-6.1,36.0056
-6.098,35.9836
-6.096,35.9616
-6.094,35.9396
-6.092,35.9177
-6.09,35.8957
-6.088,35.8737
-6.086,35.8517
-6.084,35.8298
-6.082,35.8078
-6.08,35.7859
-6.078,35.7639
-6.076,35.7419
-6.074,35.72
-6.072,35.698
-6.07,35.6761
-6.068,35.6542
-6.066,35.6322
-6.064,35.6103
-6.062,35.5884
-6.06,35.5664
-6.058,35.5445
-6.056,35.5226
-6.054,35.5007
-6.052,35.4788
-6.05,35.4568
-6.048,35.4349
-6.046,35.413
-6.044,35.3911
-6.042,35.3692
-6.04,35.3473
-6.038,35.3255
-6.036,35.3036
-6.034,35.2817
-6.032,35.2598
-6.03,35.2379
-6.028,35.2161
-6.026,35.1942
-6.024,35.1723
-6.022,35.1505
-6.02,35.1286
-6.018,35.1067
-6.016,35.0849
-6.014,35.063
-6.012,35.0412
-6.01,35.0194
-6.008,34.9975
-6.006,34.9757
-6.004,34.9539
-6.002,34.932
-6,34.9102
-5.998,34.8884
-5.996,34.8666
-5.994,34.8448
-5.992,34.823
-5.99,34.8012
-5.988,34.7794
-5.986,34.7576
-5.984,34.7358
-5.982,34.714
-5.98,34.6922
-5.978,34.6704
-5.976,34.6486
-5.974,34.6269
-5.972,34.6051
-5.97,34.5833
-5.968,34.5616
-5.966,34.5398
-5.964,34.518
-5.962,34.4963
-5.96,34.4745
-5.958,34.4528
-5.956,34.4311
-5.954,34.4093
-5.952,34.3876
-5.95,34.3659
-5.948,34.3441
-5.946,34.3224
-5.944,34.3007
-5.942,34.279
-5.94,34.2573
-5.938,34.2356
-5.936,34.2139
-5.934,34.1922
-5.932,34.1705
-5.93,34.1488
-5.928,34.1271
-5.926,34.1054
-5.924,34.0837
-5.922,34.0621
-5.92,34.0404
-5.918,34.0187
-5.916,33.9971
-5.914,33.9754
-5.912,33.9538
-5.91,33.9321
-5.908,33.9105
-5.906,33.8888
-5.904,33.8672
-5.902,33.8456
-5.9,33.8239
-5.898,33.8023
-5.896,33.7807
-5.894,33.7591
-5.892,33.7374
-5.89,33.7158
-5.888,33.6942
-5.886,33.6726
-5.884,33.651
-5.882,33.6294
-5.88,33.6078
-5.878,33.5863
-5.876,33.5647
-5.874,33.5431
-5.872,33.5215
-5.87,33.5
-5.868,33.4784
-5.866,33.4568
-5.864,33.4353
-5.862,33.4137
-5.86,33.3922
-5.858,33.3706
-5.856,33.3491
-5.854,33.3276
-5.852,33.306
-5.85,33.2845
-5.848,33.263
-5.846,33.2415
-5.844,33.22
-5.842,33.1985
-5.84,33.1769
-5.838,33.1554
-5.836,33.134
-5.834,33.1125
-5.832,33.091
-5.83,33.0695
-5.828,33.048
-5.826,33.0265
-5.824,33.0051
-5.822,32.9836
-5.82,32.9621
-5.818,32.9407
-5.816,32.9192
-5.814,32.8978
-5.812,32.8763
-5.81,32.8549
-5.808,32.8335
-5.806,32.812
-5.804,32.7906
-5.802,32.7692
-5.8,32.7478
-5.798,32.7263
-5.796,32.7049
-5.794,32.6835
-5.792,32.6621
-5.79,32.6407
-5.788,32.6193
-5.786,32.598
-5.784,32.5766
-5.782,32.5552
-5.78,32.5338
-5.778,32.5125
-5.776,32.4911
-5.774,32.4697
-5.772,32.4484
-5.77,32.427
-5.768,32.4057
-5.766,32.3843
-5.764,32.363
-5.762,32.3417
-5.76,32.3203
-5.758,32.299
-5.756,32.2777
-5.754,32.2564
-5.752,32.2351
-5.75,32.2138
-5.748,32.1925
-5.746,32.1712
-5.744,32.1499
-5.742,32.1286
-5.74,32.1073
-5.738,32.086
-5.736,32.0648
-5.734,32.0435
-5.732,32.0222
-5.73,32.001
-5.728,31.9797
-5.726,31.9585
-5.724,31.9372
-5.722,31.916
-5.72,31.8948
-5.718,31.8735
-5.716,31.8523
-5.714,31.8311
-5.712,31.8099
-5.71,31.7887
-5.708,31.7674
-5.706,31.7462
-5.704,31.725
-5.702,31.7039
-5.7,31.6827
-5.698,31.6615
-5.696,31.6403
-5.694,31.6191
-5.692,31.598
-5.69,31.5768
-5.688,31.5556
-5.686,31.5345
-5.684,31.5133
-5.682,31.4922
-5.68,31.4711
-5.678,31.4499
-5.676,31.4288
-5.674,31.4077
-5.672,31.3865
-5.67,31.3654
-5.668,31.3443
-5.666,31.3232
-5.664,31.3021
-5.662,31.281
-5.66,31.2599
-5.658,31.2388
-5.656,31.2178
-5.654,31.1967
-5.652,31.1756
-5.65,31.1545
-5.648,31.1335
-5.646,31.1124
-5.644,31.0914
-5.642,31.0703
-5.64,31.0493
-5.638,31.0282
-5.636,31.0072
-5.634,30.9862
-5.632,30.9652
-5.63,30.9441
-5.628,30.9231
-5.626,30.9021
-5.624,30.8811
-5.622,30.8601
-5.62,30.8391
-5.618,30.8182
-5.616,30.7972
-5.614,30.7762
-5.612,30.7552
-5.61,30.7343
-5.608,30.7133
-5.606,30.6923
-5.604,30.6714
-5.602,30.6504
-5.6,30.6295
-5.598,30.6086
-5.596,30.5876
-5.594,30.5667
-5.592,30.5458
-5.59,30.5249
-5.588,30.504
-5.586,30.483
-5.584,30.4621
-5.582,30.4413
-5.58,30.4204
-5.578,30.3995
-5.576,30.3786
-5.574,30.3577
-5.572,30.3368
-5.57,30.316
-5.568,30.2951
-5.566,30.2743
-5.564,30.2534
-5.562,30.2326
-5.56,30.2117
-5.558,30.1909
-5.556,30.1701
-5.554,30.1493
-5.552,30.1284
-5.55,30.1076
-5.548,30.0868
-5.546,30.066
-5.544,30.0452
-5.542,30.0244
-5.54,30.0036
-5.538,29.9829
-5.536,29.9621
-5.534,29.9413
-5.532,29.9205
-5.53,29.8998
-5.528,29.879
-5.526,29.8583
-5.524,29.8375
-5.522,29.8168
-5.52,29.7961
-5.518,29.7753
-5.516,29.7546
-5.514,29.7339
-5.512,29.7132
-5.51,29.6925
-5.508,29.6718
-5.506,29.6511
-5.504,29.6304
-5.502,29.6097
-5.5,29.589
-5.498,29.5683
-5.496,29.5477
-5.494,29.527
-5.492,29.5063
-5.49,29.4857
-5.488,29.465
-5.486,29.4444
-5.484,29.4238
-5.482,29.4031
-5.48,29.3825
-5.478,29.3619
-5.476,29.3413
-5.474,29.3207
-5.472,29.3
-5.47,29.2794
-5.468,29.2589
-5.466,29.2383
-5.464,29.2177
-5.462,29.1971
-5.46,29.1765
-5.458,29.156
-5.456,29.1354
-5.454,29.1148
-5.452,29.0943
-5.45,29.0737
-5.448,29.0532
-5.446,29.0327
-5.444,29.0121
-5.442,28.9916
-5.44,28.9711
-5.438,28.9506
-5.436,28.9301
-5.434,28.9096
-5.432,28.8891
-5.43,28.8686
-5.428,28.8481
-5.426,28.8276
-5.424,28.8072
-5.422,28.7867
-5.42,28.7662
-5.418,28.7458
-5.416,28.7253
-5.414,28.7049
-5.412,28.6844
-5.41,28.664
-5.408,28.6436
-5.406,28.6231
-5.404,28.6027
-5.402,28.5823
-5.4,28.5619
-5.398,28.5415
-5.396,28.5211
-5.394,28.5007
-5.392,28.4803
-5.39,28.46
-5.388,28.4396
-5.386,28.4192
-5.384,28.3989
-5.382,28.3785
-5.38,28.3582
-5.378,28.3378
-5.376,28.3175
-5.374,28.2971
-5.372,28.2768
-5.37,28.2565
-5.368,28.2362
-5.366,28.2159
-5.364,28.1956
-5.362,28.1753
-5.36,28.155
-5.358,28.1347
-5.356,28.1144
-5.354,28.0941
-5.352,28.0738
-5.35,28.0536
-5.348,28.0333
-5.346,28.0131
-5.344,27.9928
-5.342,27.9726
-5.34,27.9523
-5.338,27.9321
-5.336,27.9119
-5.334,27.8917
-5.332,27.8715
-5.33,27.8512
-5.328,27.831
-5.326,27.8108
-5.324,27.7907
-5.322,27.7705
-5.32,27.7503
-5.318,27.7301
-5.316,27.71
-5.314,27.6898
-5.312,27.6696
-5.31,27.6495
-5.308,27.6293
-5.306,27.6092
-5.304,27.5891
-5.302,27.5689
-5.3,27.5488
-5.298,27.5287
-5.296,27.5086
-5.294,27.4885
-5.292,27.4684
-5.29,27.4483
-5.288,27.4282
-5.286,27.4081
-5.284,27.3881
-5.282,27.368
-5.28,27.3479
-5.278,27.3279
-5.276,27.3078
-5.274,27.2878
-5.272,27.2678
-5.27,27.2477
-5.268,27.2277
-5.266,27.2077
-5.264,27.1877
-5.262,27.1676
-5.26,27.1476
-5.258,27.1276
-5.256,27.1077
-5.254,27.0877
-5.252,27.0677
-5.25,27.0477
-5.248,27.0278
-5.246,27.0078
-5.244,26.9878
-5.242,26.9679
-5.24,26.9479
-5.238,26.928
-5.236,26.9081
-5.234,26.8881
-5.232,26.8682
-5.23,26.8483
-5.228,26.8284
-5.226,26.8085
-5.224,26.7886
-5.222,26.7687
-5.22,26.7488
-5.218,26.729
-5.216,26.7091
-5.214,26.6892
-5.212,26.6694
-5.21,26.6495
-5.208,26.6297
-5.206,26.6098
-5.204,26.59
-5.202,26.5701
-5.2,26.5503
-5.198,26.5305
-5.196,26.5107
-5.194,26.4909
-5.192,26.4711
-5.19,26.4513
-5.188,26.4315
-5.186,26.4117
-5.184,26.392
-5.182,26.3722
-5.18,26.3524
-5.178,26.3327
-5.176,26.3129
-5.174,26.2932
-5.172,26.2734
-5.17,26.2537
-5.168,26.234
-5.166,26.2143
-5.164,26.1945
-5.162,26.1748
-5.16,26.1551
-5.158,26.1354
-5.156,26.1157
-5.154,26.0961
-5.152,26.0764
-5.15,26.0567
-5.148,26.037
-5.146,26.0174
-5.144,25.9977
-5.142,25.9781
-5.14,25.9584
-5.138,25.9388
-5.136,25.9192
-5.134,25.8996
-5.132,25.8799
-5.13,25.8603
-5.128,25.8407
-5.126,25.8211
-5.124,25.8015
-5.122,25.782
-5.12,25.7624
-5.118,25.7428
-5.116,25.7232
-5.114,25.7037
-5.112,25.6841
-5.11,25.6646
-5.108,25.645
-5.106,25.6255
-5.104,25.606
-5.102,25.5864
-5.1,25.5669
-5.098,25.5474
-5.096,25.5279
-5.094,25.5084
-5.092,25.4889
-5.09,25.4694
-5.088,25.45
-5.086,25.4305
-5.084,25.411
-5.082,25.3916
-5.08,25.3721
-5.078,25.3526
-5.076,25.3332
-5.074,25.3138
-5.072,25.2943
-5.07,25.2749
-5.068,25.2555
-5.066,25.2361
-5.064,25.2167
-5.062,25.1973
-5.06,25.1779
-5.058,25.1585
-5.056,25.1391
-5.054,25.1198
-5.052,25.1004
-5.05,25.081
-5.048,25.0617
-5.046,25.0423
-5.044,25.023
-5.042,25.0037
-5.04,24.9843
-5.038,24.965
-5.036,24.9457
-5.034,24.9264
-5.032,24.9071
-5.03,24.8878
-5.028,24.8685
-5.026,24.8492
-5.024,24.8299
-5.022,24.8107
-5.02,24.7914
-5.018,24.7721
-5.016,24.7529
-5.014,24.7336
-5.012,24.7144
-5.01,24.6952
-5.008,24.6759
-5.006,24.6567
-5.004,24.6375
-5.002,24.6183
-5,24.5991
-4.998,24.5799
-4.996,24.5607
-4.994,24.5415
-4.992,24.5223
-4.99,24.5032
-4.988,24.484
-4.986,24.4649
-4.984,24.4457
-4.982,24.4266
-4.98,24.4074
-4.978,24.3883
-4.976,24.3692
-4.974,24.3501
-4.972,24.3309
-4.97,24.3118
-4.968,24.2927
-4.966,24.2736
-4.964,24.2546
-4.962,24.2355
-4.96,24.2164
-4.958,24.1973
-4.956,24.1783
-4.954,24.1592
-4.952,24.1402
-4.95,24.1211
-4.948,24.1021
-4.946,24.0831
-4.944,24.0641
-4.942,24.045
-4.94,24.026
-4.938,24.007
-4.936,23.988
-4.934,23.969
-4.932,23.9501
-4.93,23.9311
-4.928,23.9121
-4.926,23.8932
-4.924,23.8742
-4.922,23.8553
-4.92,23.8363
-4.918,23.8174
-4.916,23.7984
-4.914,23.7795
-4.912,23.7606
-4.91,23.7417
-4.908,23.7228
-4.906,23.7039
-4.904,23.685
-4.902,23.6661
-4.9,23.6472
-4.898,23.6284
-4.896,23.6095
-4.894,23.5906
-4.892,23.5718
-4.89,23.5529
-4.888,23.5341
-4.886,23.5153
-4.884,23.4965
-4.882,23.4776
-4.88,23.4588
-4.878,23.44
-4.876,23.4212
-4.874,23.4024
-4.872,23.3836
-4.87,23.3649
-4.868,23.3461
-4.866,23.3273
-4.864,23.3086
-4.862,23.2898
-4.86,23.2711
-4.858,23.2523
-4.856,23.2336
-4.854,23.2149
-4.852,23.1961
-4.85,23.1774
-4.848,23.1587
-4.846,23.14
-4.844,23.1213
-4.842,23.1026
-4.84,23.084
-4.838,23.0653
-4.836,23.0466
-4.834,23.028
-4.832,23.0093
-4.83,22.9907
-4.828,22.972
-4.826,22.9534
-4.824,22.9348
-4.822,22.9161
-4.82,22.8975
-4.818,22.8789
-4.816,22.8603
-4.814,22.8417
-4.812,22.8231
-4.81,22.8046
-4.808,22.786
-4.806,22.7674
-4.804,22.7489
-4.802,22.7303
-4.8,22.7118
-4.798,22.6932
-4.796,22.6747
-4.794,22.6562
-4.792,22.6376
-4.79,22.6191
-4.788,22.6006
-4.786,22.5821
-4.784,22.5636
-4.782,22.5451
-4.78,22.5267
-4.778,22.5082
-4.776,22.4897
-4.774,22.4713
-4.772,22.4528
-4.77,22.4344
-4.768,22.4159
-4.766,22.3975
-4.764,22.3791
-4.762,22.3606
-4.76,22.3422
-4.758,22.3238
-4.756,22.3054
-4.754,22.287
-4.752,22.2686
-4.75,22.2503
-4.748,22.2319
-4.746,22.2135
-4.744,22.1952
-4.742,22.1768
-4.74,22.1585
-4.738,22.1401
-4.736,22.1218
-4.734,22.1035
-4.732,22.0852
-4.73,22.0668
-4.728,22.0485
-4.726,22.0302
-4.724,22.012
-4.722,21.9937
-4.72,21.9754
-4.718,21.9571
-4.716,21.9389
-4.714,21.9206
-4.712,21.9024
-4.71,21.8841
-4.708,21.8659
-4.706,21.8476
-4.704,21.8294
-4.702,21.8112
-4.7,21.793
-4.698,21.7748
-4.696,21.7566
-4.694,21.7384
-4.692,21.7202
-4.69,21.702
-4.688,21.6839
-4.686,21.6657
-4.684,21.6476
-4.682,21.6294
-4.68,21.6113
-4.678,21.5931
-4.676,21.575
-4.674,21.5569
-4.672,21.5388
-4.67,21.5207
-4.668,21.5026
-4.666,21.4845
-4.664,21.4664
-4.662,21.4483
-4.66,21.4302
-4.658,21.4122
-4.656,21.3941
-4.654,21.3761
-4.652,21.358
-4.65,21.34
-4.648,21.3219
-4.646,21.3039
-4.644,21.2859
-4.642,21.2679
-4.64,21.2499
-4.638,21.2319
-4.636,21.2139
-4.634,21.1959
-4.632,21.1779
-4.63,21.16
-4.628,21.142
-4.626,21.1241
-4.624,21.1061
-4.622,21.0882
-4.62,21.0702
-4.618,21.0523
-4.616,21.0344
-4.614,21.0165
-4.612,20.9986
-4.61,20.9807
-4.608,20.9628
-4.606,20.9449
-4.604,20.927
-4.602,20.9091
-4.6,20.8913
-4.598,20.8734
-4.596,20.8555
-4.594,20.8377
-4.592,20.8199
-4.59,20.802
-4.588,20.7842
-4.586,20.7664
-4.584,20.7486
-4.582,20.7308
-4.58,20.713
-4.578,20.6952
-4.576,20.6774
-4.574,20.6596
-4.572,20.6419
-4.57,20.6241
-4.568,20.6063
-4.566,20.5886
-4.564,20.5709
-4.562,20.5531
-4.56,20.5354
-4.558,20.5177
-4.556,20.5
-4.554,20.4823
-4.552,20.4646
-4.55,20.4469
-4.548,20.4292
-4.546,20.4115
-4.544,20.3938
-4.542,20.3762
-4.54,20.3585
-4.538,20.3409
-4.536,20.3232
-4.534,20.3056
-4.532,20.2879
-4.53,20.2703
-4.528,20.2527
-4.526,20.2351
-4.524,20.2175
-4.522,20.1999
-4.52,20.1823
-4.518,20.1647
-4.516,20.1472
-4.514,20.1296
-4.512,20.112
-4.51,20.0945
-4.508,20.0769
-4.506,20.0594
-4.504,20.0419
-4.502,20.0243
-4.5,20.0068
-4.498,19.9893
-4.496,19.9718
-4.494,19.9543
-4.492,19.9368
-4.49,19.9193
-4.488,19.9019
-4.486,19.8844
-4.484,19.8669
-4.482,19.8495
-4.48,19.832
-4.478,19.8146
-4.476,19.7972
-4.474,19.7797
-4.472,19.7623
-4.47,19.7449
-4.468,19.7275
-4.466,19.7101
-4.464,19.6927
-4.462,19.6753
-4.46,19.658
-4.458,19.6406
-4.456,19.6232
-4.454,19.6059
-4.452,19.5885
-4.45,19.5712
-4.448,19.5539
-4.446,19.5365
-4.444,19.5192
-4.442,19.5019
-4.44,19.4846
-4.438,19.4673
-4.436,19.45
-4.434,19.4327
-4.432,19.4154
-4.43,19.3982
-4.428,19.3809
-4.426,19.3636
-4.424,19.3464
-4.422,19.3292
-4.42,19.3119
-4.418,19.2947
-4.416,19.2775
-4.414,19.2603
-4.412,19.2431
-4.41,19.2259
-4.408,19.2087
-4.406,19.1915
-4.404,19.1743
-4.402,19.1571
-4.4,19.14
-4.398,19.1228
-4.396,19.1057
-4.394,19.0885
-4.392,19.0714
-4.39,19.0543
-4.388,19.0371
-4.386,19.02
-4.384,19.0029
-4.382,18.9858
-4.38,18.9687
-4.378,18.9516
-4.376,18.9346
-4.374,18.9175
-4.372,18.9004
-4.37,18.8834
-4.368,18.8663
-4.366,18.8493
-4.364,18.8322
-4.362,18.8152
-4.36,18.7982
-4.358,18.7812
-4.356,18.7642
-4.354,18.7472
-4.352,18.7302
-4.35,18.7132
-4.348,18.6962
-4.346,18.6792
-4.344,18.6623
