t,x,u
0.012000,0.000000,-0.002317
0.012000,0.100000,0.087482
0.012000,0.200000,0.167895
0.012000,0.300000,0.231377
0.012000,0.400000,0.272021
0.012000,0.500000,0.286009
0.012000,0.600000,0.272017
0.012000,0.700000,0.231363
0.012000,0.800000,0.167843
0.012000,0.900000,0.087325
0.012000,1.000000,-0.002706
0.013000,0.000000,-0.002360
0.013000,0.100000,0.086662
0.013000,0.200000,0.166393
0.013000,0.300000,0.229337
0.013000,0.400000,0.269630
0.013000,0.500000,0.283497
0.013000,0.600000,0.269627
0.013000,0.700000,0.229320
0.013000,0.800000,0.166335
0.013000,0.900000,0.086493
0.013000,1.000000,-0.002766
0.014000,0.000000,-0.002401
0.014000,0.100000,0.085854
0.014000,0.200000,0.164908
0.014000,0.300000,0.227317
0.014000,0.400000,0.267265
0.014000,0.500000,0.281011
0.014000,0.600000,0.267260
0.014000,0.700000,0.227298
0.014000,0.800000,0.164842
0.014000,0.900000,0.085672
0.014000,1.000000,-0.002823
0.015000,0.000000,-0.002439
0.015000,0.100000,0.085056
0.015000,0.200000,0.163438
0.015000,0.300000,0.225318
0.015000,0.400000,0.264924
0.015000,0.500000,0.278551
0.015000,0.600000,0.264918
0.015000,0.700000,0.225296
0.015000,0.800000,0.163366
0.015000,0.900000,0.084862
0.015000,1.000000,-0.002878
0.016000,0.000000,-0.002476
0.016000,0.100000,0.084269
0.016000,0.200000,0.161985
0.016000,0.300000,0.223340
0.016000,0.400000,0.262607
0.016000,0.500000,0.276117
0.016000,0.600000,0.262600
0.016000,0.700000,0.223314
0.016000,0.800000,0.161905
0.016000,0.900000,0.084062
0.016000,1.000000,-0.002930
0.017000,0.000000,-0.002511
0.017000,0.100000,0.083492
0.017000,0.200000,0.160548
0.017000,0.300000,0.221383
0.017000,0.400000,0.260315
0.017000,0.500000,0.273708
0.017000,0.600000,0.260306
0.017000,0.700000,0.221353
0.017000,0.800000,0.160461
0.017000,0.900000,0.083274
0.017000,1.000000,-0.002980
0.018000,0.000000,-0.002544
0.018000,0.100000,0.082725
0.018000,0.200000,0.159127
0.018000,0.300000,0.219446
0.018000,0.400000,0.258046
0.018000,0.500000,0.271324
0.018000,0.600000,0.258036
0.018000,0.700000,0.219412
0.018000,0.800000,0.159032
0.018000,0.900000,0.082495
0.018000,1.000000,-0.003028
0.019000,0.000000,-0.002575
0.019000,0.100000,0.081968
0.019000,0.200000,0.157721
0.019000,0.300000,0.217529
0.019000,0.400000,0.255800
0.019000,0.500000,0.268965
0.019000,0.600000,0.255789
0.019000,0.700000,0.217492
0.019000,0.800000,0.157619
0.019000,0.900000,0.081726
0.019000,1.000000,-0.003075
0.020000,0.000000,-0.002605
0.020000,0.100000,0.081221
0.020000,0.200000,0.156332
0.020000,0.300000,0.215632
0.020000,0.400000,0.253578
0.020000,0.500000,0.266630
0.020000,0.600000,0.253565
0.020000,0.700000,0.215591
0.020000,0.800000,0.156222
0.020000,0.900000,0.080967
0.020000,1.000000,-0.003120
0.021000,0.000000,-0.002634
0.021000,0.100000,0.080483
0.021000,0.200000,0.154957
0.021000,0.300000,0.213756
0.021000,0.400000,0.251379
0.021000,0.500000,0.264319
0.021000,0.600000,0.251365
0.021000,0.700000,0.213711
0.021000,0.800000,0.154840
0.021000,0.900000,0.080218
0.021000,1.000000,-0.003163
0.022000,0.000000,-0.002662
0.022000,0.100000,0.079754
0.022000,0.200000,0.153598
0.022000,0.300000,0.211899
0.022000,0.400000,0.249203
0.022000,0.500000,0.262033
0.022000,0.600000,0.249187
0.022000,0.700000,0.211850
0.022000,0.800000,0.153474
0.022000,0.900000,0.079478
0.022000,1.000000,-0.003205
0.023000,0.000000,-0.002689
0.023000,0.100000,0.079035
0.023000,0.200000,0.152255
0.023000,0.300000,0.210062
0.023000,0.400000,0.247050
0.023000,0.500000,0.259770
0.023000,0.600000,0.247032
0.023000,0.700000,0.210009
0.023000,0.800000,0.152122
0.023000,0.900000,0.078746
0.023000,1.000000,-0.003246
0.024000,0.000000,-0.002714
0.024000,0.100000,0.078324
0.024000,0.200000,0.150926
0.024000,0.300000,0.208245
0.024000,0.400000,0.244920
0.024000,0.500000,0.257531
0.024000,0.600000,0.244900
0.024000,0.700000,0.208187
0.024000,0.800000,0.150786
0.024000,0.900000,0.078024
0.024000,1.000000,-0.003285
0.025000,0.000000,-0.002739
0.025000,0.100000,0.077621
0.025000,0.200000,0.149612
0.025000,0.300000,0.206447
0.025000,0.400000,0.242811
0.025000,0.500000,0.255316
0.025000,0.600000,0.242790
0.025000,0.700000,0.206385
0.025000,0.800000,0.149464
0.025000,0.900000,0.077311
0.025000,1.000000,-0.003324
0.026000,0.000000,-0.002763
0.026000,0.100000,0.076928
0.026000,0.200000,0.148313
0.026000,0.300000,0.204669
0.026000,0.400000,0.240726
0.026000,0.500000,0.253123
0.026000,0.600000,0.240702
0.026000,0.700000,0.204602
0.026000,0.800000,0.148157
0.026000,0.900000,0.076606
0.026000,1.000000,-0.003361
0.027000,0.000000,-0.002786
0.027000,0.100000,0.076242
0.027000,0.200000,0.147028
0.027000,0.300000,0.202909
0.027000,0.400000,0.238662
0.027000,0.500000,0.250954
0.027000,0.600000,0.238636
0.027000,0.700000,0.202838
0.027000,0.800000,0.146865
0.027000,0.900000,0.075909
0.027000,1.000000,-0.003398
0.028000,0.000000,-0.002809
0.028000,0.100000,0.075565
0.028000,0.200000,0.145758
0.028000,0.300000,0.201169
0.028000,0.400000,0.236619
0.028000,0.500000,0.248807
0.028000,0.600000,0.236592
0.028000,0.700000,0.201093
0.028000,0.800000,0.145587
0.028000,0.900000,0.075221
0.028000,1.000000,-0.003433
0.029000,0.000000,-0.002831
0.029000,0.100000,0.074896
0.029000,0.200000,0.144502
0.029000,0.300000,0.199447
0.029000,0.400000,0.234599
0.029000,0.500000,0.246683
0.029000,0.600000,0.234569
0.029000,0.700000,0.199366
0.029000,0.800000,0.144323
0.029000,0.900000,0.074541
0.029000,1.000000,-0.003468
0.030000,0.000000,-0.002852
0.030000,0.100000,0.074235
0.030000,0.200000,0.143260
0.030000,0.300000,0.197744
0.030000,0.400000,0.232600
0.030000,0.500000,0.244581
0.030000,0.600000,0.232568
0.030000,0.700000,0.197659
0.030000,0.800000,0.143073
0.030000,0.900000,0.073870
0.030000,1.000000,-0.003503
0.031000,0.000000,-0.002873
0.031000,0.100000,0.073581
0.031000,0.200000,0.142032
0.031000,0.300000,0.196059
0.031000,0.400000,0.230622
0.031000,0.500000,0.242502
0.031000,0.600000,0.230588
0.031000,0.700000,0.195969
0.031000,0.800000,0.141837
0.031000,0.900000,0.073206
0.031000,1.000000,-0.003536
0.032000,0.000000,-0.002893
0.032000,0.100000,0.072936
0.032000,0.200000,0.140817
0.032000,0.300000,0.194393
0.032000,0.400000,0.228665
0.032000,0.500000,0.240444
0.032000,0.600000,0.228629
0.032000,0.700000,0.194298
0.032000,0.800000,0.140615
0.032000,0.900000,0.072549
0.032000,1.000000,-0.003569
0.033000,0.000000,-0.002913
0.033000,0.100000,0.072298
0.033000,0.200000,0.139616
0.033000,0.300000,0.192745
0.033000,0.400000,0.226729
0.033000,0.500000,0.238409
0.033000,0.600000,0.226691
0.033000,0.700000,0.192645
0.033000,0.800000,0.139407
0.033000,0.900000,0.071901
0.033000,1.000000,-0.003601
0.034000,0.000000,-0.002933
0.034000,0.100000,0.071667
0.034000,0.200000,0.138429
0.034000,0.300000,0.191114
0.034000,0.400000,0.224814
0.034000,0.500000,0.236395
0.034000,0.600000,0.224773
0.034000,0.700000,0.191009
0.034000,0.800000,0.138211
0.034000,0.900000,0.071260
0.034000,1.000000,-0.003633
0.035000,0.000000,-0.002952
0.035000,0.100000,0.071044
0.035000,0.200000,0.137255
0.035000,0.300000,0.189501
0.035000,0.400000,0.222919
0.035000,0.500000,0.234402
0.035000,0.600000,0.222876
0.035000,0.700000,0.189392
0.035000,0.800000,0.137030
0.035000,0.900000,0.070627
0.035000,1.000000,-0.003665
0.036000,0.000000,-0.002971
0.036000,0.100000,0.070428
0.036000,0.200000,0.136094
0.036000,0.300000,0.187906
0.036000,0.400000,0.221045
0.036000,0.500000,0.232431
0.036000,0.600000,0.220999
0.036000,0.700000,0.187792
0.036000,0.800000,0.135861
0.036000,0.900000,0.070000
0.036000,1.000000,-0.003695
0.037000,0.000000,-0.002989
0.037000,0.100000,0.069819
0.037000,0.200000,0.134946
0.037000,0.300000,0.186329
0.037000,0.400000,0.219191
0.037000,0.500000,0.230481
0.037000,0.600000,0.219143
0.037000,0.700000,0.186209
0.037000,0.800000,0.134706
0.037000,0.900000,0.069381
0.037000,1.000000,-0.003726
0.038000,0.000000,-0.003007
0.038000,0.100000,0.069218
0.038000,0.200000,0.133811
0.038000,0.300000,0.184768
0.038000,0.400000,0.217356
0.038000,0.500000,0.228551
0.038000,0.600000,0.217306
0.038000,0.700000,0.184644
0.038000,0.800000,0.133563
0.038000,0.900000,0.068770
0.038000,1.000000,-0.003756
0.039000,0.000000,-0.003025
0.039000,0.100000,0.068623
0.039000,0.200000,0.132689
0.039000,0.300000,0.183225
0.039000,0.400000,0.215542
0.039000,0.500000,0.226643
0.039000,0.600000,0.215489
0.039000,0.700000,0.183095
0.039000,0.800000,0.132433
0.039000,0.900000,0.068165
0.039000,1.000000,-0.003786
0.040000,0.000000,-0.003043
0.040000,0.100000,0.068035
0.040000,0.200000,0.131579
0.040000,0.300000,0.181698
0.040000,0.400000,0.213747
0.040000,0.500000,0.224754
0.040000,0.600000,0.213692
0.040000,0.700000,0.181564
0.040000,0.800000,0.131316
0.040000,0.900000,0.067567
0.040000,1.000000,-0.003815
0.041000,0.000000,-0.003061
0.041000,0.100000,0.067454
0.041000,0.200000,0.130482
0.041000,0.300000,0.180189
0.041000,0.400000,0.211972
0.041000,0.500000,0.222887
0.041000,0.600000,0.211914
0.041000,0.700000,0.180049
0.041000,0.800000,0.130211
0.041000,0.900000,0.066976
0.041000,1.000000,-0.003845
0.042000,0.000000,-0.003078
0.042000,0.100000,0.066880
0.042000,0.200000,0.129397
0.042000,0.300000,0.178695
0.042000,0.400000,0.210215
0.042000,0.500000,0.221039
0.042000,0.600000,0.210155
0.042000,0.700000,0.178551
0.042000,0.800000,0.129118
0.042000,0.900000,0.066392
0.042000,1.000000,-0.003874
0.043000,0.000000,-0.003095
0.043000,0.100000,0.066312
0.043000,0.200000,0.128324
0.043000,0.300000,0.177219
0.043000,0.400000,0.208478
0.043000,0.500000,0.219211
0.043000,0.600000,0.208416
0.043000,0.700000,0.177069
0.043000,0.800000,0.128038
0.043000,0.900000,0.065814
0.043000,1.000000,-0.003902
0.044000,0.000000,-0.003112
0.044000,0.100000,0.065751
0.044000,0.200000,0.127263
0.044000,0.300000,0.175758
0.044000,0.400000,0.206760
0.044000,0.500000,0.217403
0.044000,0.600000,0.206695
0.044000,0.700000,0.175604
0.044000,0.800000,0.126970
0.044000,0.900000,0.065243
0.044000,1.000000,-0.003931
0.045000,0.000000,-0.003129
0.045000,0.100000,0.065196
0.045000,0.200000,0.126214
0.045000,0.300000,0.174314
0.045000,0.400000,0.205060
0.045000,0.500000,0.215615
0.045000,0.600000,0.204993
0.045000,0.700000,0.174155
0.045000,0.800000,0.125914
0.045000,0.900000,0.064679
0.045000,1.000000,-0.003959
0.046000,0.000000,-0.003146
0.046000,0.100000,0.064647
0.046000,0.200000,0.125177
0.046000,0.300000,0.172886
0.046000,0.400000,0.203379
0.046000,0.500000,0.213846
0.046000,0.600000,0.203310
0.046000,0.700000,0.172721
0.046000,0.800000,0.124869
0.046000,0.900000,0.064121
0.046000,1.000000,-0.003988
0.047000,0.000000,-0.003163
0.047000,0.100000,0.064105
0.047000,0.200000,0.124152
0.047000,0.300000,0.171473
0.047000,0.400000,0.201717
0.047000,0.500000,0.212096
0.047000,0.600000,0.201645
0.047000,0.700000,0.171304
0.047000,0.800000,0.123836
0.047000,0.900000,0.063569
0.047000,1.000000,-0.004016
0.048000,0.000000,-0.003180
0.048000,0.100000,0.063569
0.048000,0.200000,0.123138
0.048000,0.300000,0.170076
0.048000,0.400000,0.200072
0.048000,0.500000,0.210366
0.048000,0.600000,0.199998
0.048000,0.700000,0.169902
0.048000,0.800000,0.122815
0.048000,0.900000,0.063023
0.048000,1.000000,-0.004044
0.049000,0.000000,-0.003197
0.049000,0.100000,0.063039
0.049000,0.200000,0.122136
0.049000,0.300000,0.168695
0.049000,0.400000,0.198446
0.049000,0.500000,0.208654
0.049000,0.600000,0.198369
0.049000,0.700000,0.168516
0.049000,0.800000,0.121805
0.049000,0.900000,0.062484
0.049000,1.000000,-0.004072
0.050000,0.000000,-0.003213
0.050000,0.100000,0.062515
0.050000,0.200000,0.121145
0.050000,0.300000,0.167329
0.050000,0.400000,0.196838
0.050000,0.500000,0.206961
0.050000,0.600000,0.196758
0.050000,0.700000,0.167144
0.050000,0.800000,0.120807
0.050000,0.900000,0.061950
0.050000,1.000000,-0.004099
0.051000,0.000000,-0.003230
0.051000,0.100000,0.061997
0.051000,0.200000,0.120165
0.051000,0.300000,0.165978
0.051000,0.400000,0.195247
0.051000,0.500000,0.205287
0.051000,0.600000,0.195165
0.051000,0.700000,0.165789
0.051000,0.800000,0.119819
0.051000,0.900000,0.061423
0.051000,1.000000,-0.004127
0.052000,0.000000,-0.003247
0.052000,0.100000,0.061485
0.052000,0.200000,0.119196
0.052000,0.300000,0.164642
0.052000,0.400000,0.193674
0.052000,0.500000,0.203631
0.052000,0.600000,0.193589
0.052000,0.700000,0.164448
0.052000,0.800000,0.118843
0.052000,0.900000,0.060902
0.052000,1.000000,-0.004155
0.053000,0.000000,-0.003263
0.053000,0.100000,0.060979
0.053000,0.200000,0.118238
0.053000,0.300000,0.163321
0.053000,0.400000,0.192118
0.053000,0.500000,0.201993
0.053000,0.600000,0.192031
0.053000,0.700000,0.163122
0.053000,0.800000,0.117878
0.053000,0.900000,0.060386
0.053000,1.000000,-0.004183
0.054000,0.000000,-0.003280
0.054000,0.100000,0.060478
0.054000,0.200000,0.117290
0.054000,0.300000,0.162014
0.054000,0.400000,0.190579
0.054000,0.500000,0.200373
0.054000,0.600000,0.190490
0.054000,0.700000,0.161811
0.054000,0.800000,0.116924
0.054000,0.900000,0.059876
0.054000,1.000000,-0.004210
0.055000,0.000000,-0.003297
0.055000,0.100000,0.059984
0.055000,0.200000,0.116354
0.055000,0.300000,0.160723
0.055000,0.400000,0.189058
0.055000,0.500000,0.198771
0.055000,0.600000,0.188966
0.055000,0.700000,0.160514
0.055000,0.800000,0.115980
0.055000,0.900000,0.059372
0.055000,1.000000,-0.004238
0.056000,0.000000,-0.003314
0.056000,0.100000,0.059494
0.056000,0.200000,0.115428
0.056000,0.300000,0.159446
0.056000,0.400000,0.187553
0.056000,0.500000,0.197187
0.056000,0.600000,0.187458
0.056000,0.700000,0.159232
0.056000,0.800000,0.115047
0.056000,0.900000,0.058874
0.056000,1.000000,-0.004266
0.057000,0.000000,-0.003331
0.057000,0.100000,0.059011
0.057000,0.200000,0.114513
0.057000,0.300000,0.158183
0.057000,0.400000,0.186065
0.057000,0.500000,0.195621
0.057000,0.600000,0.185968
0.057000,0.700000,0.157964
0.057000,0.800000,0.114124
0.057000,0.900000,0.058381
0.057000,1.000000,-0.004294
0.058000,0.000000,-0.003348
0.058000,0.100000,0.058532
0.058000,0.200000,0.113608
0.058000,0.300000,0.156934
0.058000,0.400000,0.184593
0.058000,0.500000,0.194071
0.058000,0.600000,0.184494
0.058000,0.700000,0.156711
0.058000,0.800000,0.113212
0.058000,0.900000,0.057893
0.058000,1.000000,-0.004321
0.059000,0.000000,-0.003365
0.059000,0.100000,0.058060
0.059000,0.200000,0.112713
0.059000,0.300000,0.155699
0.059000,0.400000,0.183138
0.059000,0.500000,0.192539
0.059000,0.600000,0.183037
0.059000,0.700000,0.155471
0.059000,0.800000,0.112310
0.059000,0.900000,0.057411
0.059000,1.000000,-0.004349
0.060000,0.000000,-0.003382
0.060000,0.100000,0.057592
0.060000,0.200000,0.111828
0.060000,0.300000,0.154478
0.060000,0.400000,0.181700
0.060000,0.500000,0.191025
0.060000,0.600000,0.181595
0.060000,0.700000,0.154246
0.060000,0.800000,0.111418
0.060000,0.900000,0.056935
0.060000,1.000000,-0.004377
0.061000,0.000000,-0.003399
0.061000,0.100000,0.057130
0.061000,0.200000,0.110954
0.061000,0.300000,0.153271
0.061000,0.400000,0.180277
0.061000,0.500000,0.189527
0.061000,0.600000,0.180170
0.061000,0.700000,0.153034
0.061000,0.800000,0.110537
0.061000,0.900000,0.056464
0.061000,1.000000,-0.004405
0.062000,0.000000,-0.003416
0.062000,0.100000,0.056673
0.062000,0.200000,0.110089
0.062000,0.300000,0.152078
0.062000,0.400000,0.178870
0.062000,0.500000,0.188045
0.062000,0.600000,0.178761
0.062000,0.700000,0.151835
0.062000,0.800000,0.109665
0.062000,0.900000,0.055998
0.062000,1.000000,-0.004433
0.063000,0.000000,-0.003434
0.063000,0.100000,0.056221
0.063000,0.200000,0.109234
0.063000,0.300000,0.150898
0.063000,0.400000,0.177480
0.063000,0.500000,0.186581
0.063000,0.600000,0.177368
0.063000,0.700000,0.150651
0.063000,0.800000,0.108803
0.063000,0.900000,0.055537
0.063000,1.000000,-0.004462
0.064000,0.000000,-0.003451
0.064000,0.100000,0.055775
0.064000,0.200000,0.108389
0.064000,0.300000,0.149731
0.064000,0.400000,0.176104
0.064000,0.500000,0.185132
0.064000,0.600000,0.175990
0.064000,0.700000,0.149479
0.064000,0.800000,0.107951
0.064000,0.900000,0.055081
0.064000,1.000000,-0.004490
0.065000,0.000000,-0.003469
0.065000,0.100000,0.055333
0.065000,0.200000,0.107554
0.065000,0.300000,0.148578
0.065000,0.400000,0.174745
0.065000,0.500000,0.183701
0.065000,0.600000,0.174628
0.065000,0.700000,0.148321
0.065000,0.800000,0.107109
0.065000,0.900000,0.054631
0.065000,1.000000,-0.004518
0.066000,0.000000,-0.003487
0.066000,0.100000,0.054896
0.066000,0.200000,0.106728
0.066000,0.300000,0.147438
0.066000,0.400000,0.173400
0.066000,0.500000,0.182285
0.066000,0.600000,0.173281
0.066000,0.700000,0.147176
0.066000,0.800000,0.106276
0.066000,0.900000,0.054185
0.066000,1.000000,-0.004547
0.067000,0.000000,-0.003505
0.067000,0.100000,0.054465
0.067000,0.200000,0.105911
0.067000,0.300000,0.146310
0.067000,0.400000,0.172071
0.067000,0.500000,0.180885
0.067000,0.600000,0.171950
0.067000,0.700000,0.146044
0.067000,0.800000,0.105453
0.067000,0.900000,0.053744
0.067000,1.000000,-0.004575
0.068000,0.000000,-0.003523
0.068000,0.100000,0.054038
0.068000,0.200000,0.105104
0.068000,0.300000,0.145196
0.068000,0.400000,0.170757
0.068000,0.500000,0.179501
0.068000,0.600000,0.170633
0.068000,0.700000,0.144925
0.068000,0.800000,0.104639
0.068000,0.900000,0.053309
0.068000,1.000000,-0.004604
0.069000,0.000000,-0.003541
0.069000,0.100000,0.053616
0.069000,0.200000,0.104306
0.069000,0.300000,0.144094
0.069000,0.400000,0.169458
0.069000,0.500000,0.178132
0.069000,0.600000,0.169332
0.069000,0.700000,0.143818
0.069000,0.800000,0.103834
0.069000,0.900000,0.052878
0.069000,1.000000,-0.004633
0.070000,0.000000,-0.003559
0.070000,0.100000,0.053199
0.070000,0.200000,0.103518
0.070000,0.300000,0.143005
0.070000,0.400000,0.168173
0.070000,0.500000,0.176780
0.070000,0.600000,0.168045
0.070000,0.700000,0.142725
0.070000,0.800000,0.103038
0.070000,0.900000,0.052452
0.070000,1.000000,-0.004662
0.071000,0.000000,-0.003578
0.071000,0.100000,0.052786
0.071000,0.200000,0.102738
0.071000,0.300000,0.141928
0.071000,0.400000,0.166903
0.071000,0.500000,0.175442
0.071000,0.600000,0.166772
0.071000,0.700000,0.141643
0.071000,0.800000,0.102252
0.071000,0.900000,0.052030
0.071000,1.000000,-0.004691
0.072000,0.000000,-0.003597
0.072000,0.100000,0.052378
0.072000,0.200000,0.101967
0.072000,0.300000,0.140864
0.072000,0.400000,0.165648
0.072000,0.500000,0.174120
0.072000,0.600000,0.165515
0.072000,0.700000,0.140574
0.072000,0.800000,0.101474
0.072000,0.900000,0.051614
0.072000,1.000000,-0.004721
0.073000,0.000000,-0.003615
0.073000,0.100000,0.051975
0.073000,0.200000,0.101205
0.073000,0.300000,0.139812
0.073000,0.400000,0.164407
0.073000,0.500000,0.172813
0.073000,0.600000,0.164271
0.073000,0.700000,0.139517
0.073000,0.800000,0.100706
0.073000,0.900000,0.051202
0.073000,1.000000,-0.004750
0.074000,0.000000,-0.003634
0.074000,0.100000,0.051576
0.074000,0.200000,0.100452
0.074000,0.300000,0.138772
0.074000,0.400000,0.163180
0.074000,0.500000,0.171520
0.074000,0.600000,0.163042
0.074000,0.700000,0.138473
0.074000,0.800000,0.099946
0.074000,0.900000,0.050794
0.074000,1.000000,-0.004780
0.075000,0.000000,-0.003654
0.075000,0.100000,0.051182
0.075000,0.200000,0.099708
0.075000,0.300000,0.137743
0.075000,0.400000,0.161967
0.075000,0.500000,0.170243
0.075000,0.600000,0.161827
0.075000,0.700000,0.137440
0.075000,0.800000,0.099195
0.075000,0.900000,0.050391
0.075000,1.000000,-0.004810
0.076000,0.000000,-0.003673
0.076000,0.100000,0.050792
0.076000,0.200000,0.098972
0.076000,0.300000,0.136727
0.076000,0.400000,0.160768
0.076000,0.500000,0.168980
0.076000,0.600000,0.160626
0.076000,0.700000,0.136419
0.076000,0.800000,0.098452
0.076000,0.900000,0.049993
0.076000,1.000000,-0.004840
0.077000,0.000000,-0.003692
0.077000,0.100000,0.050407
0.077000,0.200000,0.098245
0.077000,0.300000,0.135723
0.077000,0.400000,0.159583
0.077000,0.500000,0.167732
0.077000,0.600000,0.159438
0.077000,0.700000,0.135410
0.077000,0.800000,0.097718
0.077000,0.900000,0.049598
0.077000,1.000000,-0.004870
0.078000,0.000000,-0.003712
0.078000,0.100000,0.050026
0.078000,0.200000,0.097526
0.078000,0.300000,0.134730
0.078000,0.400000,0.158412
0.078000,0.500000,0.166498
0.078000,0.600000,0.158265
0.078000,0.700000,0.134412
0.078000,0.800000,0.096992
0.078000,0.900000,0.049209
0.078000,1.000000,-0.004900
0.079000,0.000000,-0.003732
0.079000,0.100000,0.049649
0.079000,0.200000,0.096816
0.079000,0.300000,0.133748
0.079000,0.400000,0.157254
0.079000,0.500000,0.165278
0.079000,0.600000,0.157104
0.079000,0.700000,0.133426
0.079000,0.800000,0.096275
0.079000,0.900000,0.048823
0.079000,1.000000,-0.004931
0.080000,0.000000,-0.003752
0.080000,0.100000,0.049277
0.080000,0.200000,0.096113
0.080000,0.300000,0.132778
0.080000,0.400000,0.156109
0.080000,0.500000,0.164072
0.080000,0.600000,0.155958
0.080000,0.700000,0.132452
0.080000,0.800000,0.095566
0.080000,0.900000,0.048442
0.080000,1.000000,-0.004962
0.081000,0.000000,-0.003772
0.081000,0.100000,0.048909
0.081000,0.200000,0.095419
0.081000,0.300000,0.131819
0.081000,0.400000,0.154978
0.081000,0.500000,0.162880
0.081000,0.600000,0.154824
0.081000,0.700000,0.131488
0.081000,0.800000,0.094865
0.081000,0.900000,0.048065
0.081000,1.000000,-0.004993
0.082000,0.000000,-0.003793
0.082000,0.100000,0.048545
0.082000,0.200000,0.094733
0.082000,0.300000,0.130872
0.082000,0.400000,0.153860
0.082000,0.500000,0.161702
0.082000,0.600000,0.153704
0.082000,0.700000,0.130536
0.082000,0.800000,0.094173
0.082000,0.900000,0.047693
0.082000,1.000000,-0.005024
0.083000,0.000000,-0.003813
0.083000,0.100000,0.048185
0.083000,0.200000,0.094055
0.083000,0.300000,0.129935
0.083000,0.400000,0.152755
0.083000,0.500000,0.160538
0.083000,0.600000,0.152596
0.083000,0.700000,0.129595
